Source,Target
K,K1322
K,K332
K,K891
K,K475
K,K1725
K,K143
K,K1087
K,K2260
K,K579
K,K550
K,K452
K,K1556
K,K344
K,K231
K,K1755
K,K931
K,K1321
K,K1354
K,K1921
K,K2249
K,K825
K,K372
K,K401
K,K1984
K,K2117
K,K44
K,K315
K,K234
K,K1325
K,K1825
K,K1115
K,K300
K,K1015
K,K491
K,K2011
K,K735
K,K481
K,K871
K,K1010
K,K1011
K,K1810
K,K1551
K,K1591
K,K112
K,K1836
K,K1211
K,K305
K,K185
K,K1013
K,K415
K,K730
K,K1349
K,K893
K,K172
K,K2282
K,K2324
K,K2324
K,K1554
K,K1424
K,K714
K,K1363
K,K1766
K,K1766
K,K82
K,K82
K,K131
K,K2371
K,K1372
K,K232
K,K232
K,K741
K,K1962
K,K1955
K,K1842
K,K366
K,K366
K,K256
K,K1945
K,K1945
K,K423
K,K824
K,K351
K,K1271
K,K1271
K,K2014
K,K1535
K,K961
K,K1574
K,K1555
K,K940
K,K959
K,K18
K,K1843
K,K1223
K,K555
K,K555
K,K1919
K,K1816
K,K548
K,K1815
K,K2221
K,K2221
K,K631
K,K2129
K,K788
K,K1667
K,K1012
K,K1012
K,K1847
K,K1847
K,K1883
K,K1344
K,K1344
K,K1081
K,K1081
K,K193
K,K193
K,K1817
K,K1872
K,K1326
K,K1326
K,K1854
K,K444
K,K1518
K,K1014
K,K916
K,K561
K,K713
K,K135
K,K1844
K,K2352
K,K1315
K,K14
K,K1691
K,K1691
K,K416
K,K362
K,K114
K,K543
K,K1892
K,K1892
K,K238
K,K238
K,K2246
K,K2246
K,K756
K,K445
K,K527
K,K1733
K,K2021
K,K25
K,K134
K,K15
K,K813
K,K499
K,K2368
K,K1954
K,K365
K,K365
K,K211
K,K211
K,K196
K,K619
K,K1032
K,K1084
K,K69
K,K69
K,K216
K,K1975
K,K1975
K,K872
K,K1036
K,K1641
K,K1641
K,K1771
K,K1214
K,K1214
K,K629
K,K199
K,K929
K,K929
K,K897
K,K1923
K,K1923
K,K1317
K,K1317
K,K47
K,K47
K,K1886
K,K867
K,K1952
K,K118
K,K115
K,K607
K,K476
K,K890
K,K1988
K,K1988
K,K251
K,K1616
K,K1462
K,K1462
K,K1461
K,K1461
K,K11
K,K321
K,K321
K,K602
K,K1853
K,K873
K,K873
K,K2351
K,K2351
K,K176
K,K1375
K,K553
K,K1514
K,K1941
K,K1941
K,K1549
K,K1953
K,K1976
K,K1976
K,K147
K,K2356
K,K1068
K,K1068
K,K2218
K,K492
K,K492
K,K2031
K,K1681
K,K1550
K,K677
K,K139
K,K170
K,K116
K,K116
K,K52
K,K2319
K,K636
K,K636
K,K1558
K,K17
K,K343
K,K264
K,K1813
K,K1813
K,K407
K,K711
K,K711
K,K212
K,K783
K,K3
K,K1353
K,K1213
K,K1213
K,K1512
K,K1512
K,K182
K,K330
K,K2232
K,K2232
K,K1111
K,K1111
K,K834
K,K914
K,K914
K,K536
K,K1275
K,K1311
K,K1311
K,K1323
K,K2214
K,K2220
K,K567
K,K361
K,K1784
K,K1814
K,K952
K,K406
K,K1023
K,K1023
K,K1887
K,K1887
K,K1711
K,K302
K,K1045
K,K233
K,K1561
K,K1561
K,K174
K,K1823
K,K1823
K,K405
K,K1969
K,K451
K,K2255
K,K2255
K,K2297
K,K1511
K,K144
K,K1343
K,K1343
K,K1851
K,K675
K,K157
K,K1972
K,K446
K,K1885
K,K442
K,K442
K,K1858
K,K432
K,K432
K,K31
K,K346
K,K84
K,K1231
K,K523
K,K523
K,K2090
K,K1721
K,K97
K,K2382
K,K2369
K,K812
K,K812
K,K831
K,K831
K,K855
K,K2013
K,K2013
K,K841
K,K455
K,K354
K,K1
K,K254
K,K1085
K,K1085
K,K1532
K,K2251
K,K2251
K,K563
K,K563
K,K2378
K,K2378
K,K1682
K,K1682
K,K42
K,K622
K,K622
K,K953
K,K236
K,K753
K,K753
K,K2054
K,K2054
K,K605
K,K635
K,K635
K,K827
K,K336
K,K336
K,K1822
K,K514
K,K514
K,K2295
K,K1966
K,K1966
K,K925
K,K832
K,K832
K,K649
K,K661
K,K661
K,K913
K,K235
K,K235
K,K2259
K,K2259
K,K1871
K,K1871
K,K2365
K,K2365
K,K828
K,K828
K,K41
K,K41
K,K1612
K,K1339
K,K404
K,K1055
K,K983
K,K1981
K,K1981
K,K2366
K,K2299
K,K2299
K,K441
K,K441
K,K1792
K,K1121
K,K1121
K,K2357
K,K565
K,K1848
K,K1848
K,K1613
K,K1867
K,K119
K,K562
K,K562
K,K1626
K,K955
K,K632
K,K632
K,K991
K,K2153
K,K2153
K,K571
K,K355
K,K355
K,K1861
K,K1861
K,K1043
K,K1043
K,K2152
K,K2152
K,K2052
K,K1388
K,K337
K,K337
K,K2096
K,K2096
K,K117
K,K117
K,K1281
K,K1281
K,K533
K,K1968
K,K1968
K,K621
K,K2364
K,K2364
K,K1931
K,K1021
K,K1021
K,K317
K,K317
K,K611
K,K928
K,K928
K,K528
K,K262
K,K262
K,K111
K,K111
K,K140
K,K140
K,K1915
K,K1915
K,K573
K,K573
K,K2312
K,K2312
K,K1838
K,K2041
K,K1501
K,K1501
K,K839
K,K839
K,K626
K,K419
K,K419
K,K16
K,K16
K,K2058
K,K2058
K,K218
K,K218
K,K874
K,K219
K,K1718
K,K411
K,K411
K,K755
K,K435
K,K1841
K,K1841
K,K137
K,K1557
K,K2231
K,K2231
K,K98
K,K81
K,K957
K,K1113
K,K1113
K,K427
K,K333
K,K1864
K,K1864
K,K1963
K,K1963
K,K532
K,K532
K,K87
K,K87
K,K776
K,K776
K,K2121
K,K1566
K,K1566
K,K2091
K,K547
K,K2010
K,K2010
K,K249
K,K345
K,K345
K,K601
K,K754
K,K754
K,K869
K,K2
K,K818
K,K642
K,K2248
K,K2248
K,K1399
K,K1399
K,K2126
K,K482
K,K482
K,K1058
K,K437
K,K437
K,K51
K,K2125
K,K2273
K,K778
K,K778
K,K1582
K,K371
K,K307
K,K282
K,K282
K,K1827
K,K2284
K,K92
K,K12
K,K12
K,K896
K,K133
K,K133
K,K1544
K,K1544
K,K515
K,K2261
K,K2261
K,K625
K,K625
K,K2296
K,K2296
K,K1839
K,K1839
K,K1051
K,K1051
K,K774
K,K534
K,K1845
K,K2034
K,K2034
K,K772
K,K772
K,K2095
K,K1676
K,K461
K,K461
K,K2065
K,K2065
K,K1889
K,K1889
K,K477
K,K477
K,K775
K,K255
K,K255
K,K2131
K,K2131
K,K2113
K,K2113
K,K1044
K,K1044
K,K737
K,K1232
K,K484
K,K1569
K,K1569
K,K634
K,K863
K,K863
K,K2217
K,K2217
K,K582
K,K2051
K,K2051
K1811,K1811.0
K1811,K1811.0
K1811,K1811.4
K1811,K1811.4
H,H1094
H,H331
H,H1301
H,H1306
H,H682
H,H1515
H,H1151
H,H542
H,H71
H,H1381
H,H1114
H,H151
H,H1320
H,H1558
H,H105
H,H324
H,H583
H,H341
H,H1194
H,H1335
H,H1113
H,H13
H,H1522
H,H1133
H,H507
H,H1102
H,H1561
H,H1292
H,H1132
H,H1321
H,H1573
H,H386
H,H62
H,H210
H,H94
H,H1092
H,H586
H,H551
H,H161
H,H1185
H,H601
H,H712
H,H63
H,H1125
H,H915
H,H1305
H,H643
H,H1233
H,H1385
H,H342
H,H565
H,H634
H,H797
H,H702
H,H500
H,H638
H,H633
H,H703
H,H162
H,H1095
H,H659
H,H1312
H,H1331
H,H461
H,H218
H,H503
H,H338
H,H1024
H,H125
H,H51
H,H1142
H,H1511
H,H1144
H,H343
H,H621
H,H1462
H,H1053
H,H521
H,H1569
H,H582
H,H681
H,H842
H,H962
H,H1289
H,H701
H,H871
H,H35
H,H263
H,H1210
H,H345
H,H1223
H,H495
H,H387
H,H1177
H,H1371
H,H1411
H,H217
H,H322
H,H472
H,H1138
H,H511
H,H251
H,H58
H,H1484
H,H1054
H,H439
H,H1021
H,H381
H,H913
H,H111
H,H1333
H,H543
H,H599
H,H1131
H,H1161
H,H1149
H,H1149
H,H619
H,H619
H,H1578
H,H1554
H,H1554
H,H1273
H,H1182
H,H14
H,H523
H,H473
H,H222
H,H222
H,H1199
H,H984
H,H1332
H,H1332
H,H252
H,H466
H,H1118
H,H1118
H,H642
H,H1284
H,H1421
H,H1421
H,H1154
H,H1022
H,H522
H,H522
H,H1319
H,H312
H,H312
H,H561
H,H11
H,H1129
H,H1348
H,H1555
H,H344
H,H421
H,H607
H,H509
H,H1217
H,H1236
H,H45
H,H696
H,H316
H,H1342
H,H1508
H,H49
H,H632
H,H82
H,H711
H,H221
H,H38
H,H1598
H,H502
H,H317
H,H317
H,H1221
H,H1221
H,H1046
H,H375
H,H375
H,H592
H,H592
H,H927
H,H101
H,H36
H,H93
H,H93
H,H1359
H,H707
H,H491
H,H581
H,H501
H,H933
H,H1103
H,H1103
H,H382
H,H1568
H,H1568
H,H412
H,H412
H,H1552
H,H1574
H,H91
H,H91
H,H691
H,H384
H,H172
H,H224
H,H314
H,H106
H,H41
H,H41
H,H916
H,H1285
H,H1285
H,H336
H,H1582
H,H233
H,H233
H,H767
H,H1141
H,H1141
H,H1383
H,H1535
H,H1535
H,H363
H,H363
H,H731
H,H731
H,H31
H,H1388
H,H1388
H,H467
H,H467
H,H173
H,H119
H,H119
H,H434
H,H614
H,H652
H,H152
H,H1583
H,H1583
H,H602
H,H706
H,H706
H,H1152
H,H1229
H,H1229
H,H1423
H,H1594
H,H591
H,H1550
H,H1550
H,H635
H,H596
H,H310
H,H310
H,H1091
H,H1091
H,H1567
H,H1567
H,H1136
H,H1136
H,H1412
H,H1412
H,H57
H,H587
H,H1562
H,H1562
H,H411
H,H540
H,H973
H,H573
H,H573
H,H1162
H,H1162
H,H571
H,H1311
H,H1311
H,H1143
H,H1143
H,H588
H,H588
H,H611
H,H245
H,H245
H,H939
H,H924
H,H924
H,H1219
H,H1386
H,H383
H,H383
H,H1576
H,H1584
H,H248
H,H1596
H,H1553
H,H61
H,H1595
H,H1595
H,H541
H,H505
H,H505
H,H328
H,H328
H,H934
H,H934
H,H722
H,H722
H,H822
H,H528
H,H524
H,H15
H,H595
H,H48
H,H919
H,H919
H,H422
H,H422
H,H242
H,H242
H,H631
H,H645
H,H645
H,H1214
H,H636
H,H12
H,H355
H,H431
H,H647
H,H84
H,H1542
H,H79
H,H1397
H,H585
H,H585
H,H492
H,H1577
H,H1577
H,H548
H,H548
H,H351
H,H175
H,H175
H,H1537
H,H1166
H,H326
H,H19
H,H19
H,H102
H,H102
H,H644
H,H86
H,H86
H,H1591
H,H1252
H,H1116
H,H646
H,H1156
H,H1156
H,H721
H,H1287
H,H1287
H,H78
H,H1322
H,H594
H,H1174
H,H1174
H,H1541
H,H1541
H,H1155
H,H1155
H,H1565
H,H923
H,H923
H,H651
H,H651
H,H75
H,H1362
H,H1362
H,H1378
H,H1228
H,H333
H,H333
H,H608
H,H1355
H,H1355
H,H1115
H,H1115
H,H1382
H,H313
H,H761
H,H761
H,H1392
H,H1572
H,H508
H,H974
H,H135
H,H135
H,H46
H,H46
H,H256
H,H16
H,H16
H,H1145
H,H1026
H,H1026
H,H946
H,H946
H,H580
H,H580
H,H928
H,H928
H,H1049
H,H192
H,H945
H,H653
H,H975
H,H435
H,H435
H,H1531
H,H1531
H,H433
H,H433
H,H881
H,H1575
H,H1557
H,H359
H,H1191
H,H1191
H,H637
H,H1097
H,H1401
H,H1401
H,H1450
H,H705
H,H705
H,H225
H,H713
H,H713
H,H479
H,H479
H,H648
H,H648
H,H413
H,H413
H,H1109
H,H1109
H,H841
H,H64
H,H64
H,H1250
H,H1250
H,H1346
H,H1588
H,H425
H,H425
H,H1377
H,H1377
H,H715
H,H971
H,H971
H,H1337
H,H1337
H,H216
H,H506
TMI,X
TMI,W
TMI,U
B11.12,B11.12.4
B11,B11.7
B11,B11.3
B11,B11.1
B11,B11.4
B11,B11.6
B11,B11.5
A,A761
A,A856
A,A2532
A,A1884
A,A1319
A,A136
A,A1005
A,A2433
A,A2711
A,A1482
A,A2355
A,A1234
A,A1716
A,A1142
A,A159
A,A194
A,A451
A,A1129
A,A2685
A,A2494
A,A1002
A,A289
A,A1541
A,A1291
A,A465
A,A1179
A,A2621
A,A1399
A,A2412
A,A2771
A,A2321
A,A411
A,A721
A,A526
A,A2411
A,A1671
A,A400
A,A1591
A,A1471
A,A1455
A,A1666
A,A751
A,A1435
A,A2341
A,A499
A,A515
A,A18
A,A735
A,A123
A,A522
A,A1311
A,A2145
A,A2305
A,A1422
A,A475
A,A1116
A,A2428
A,A2794
A,A1099
A,A962
A,A459
A,A25
A,A1676
A,A2239
A,A651
A,A421
A,A671
A,A1674
A,A536
A,A2457
A,A2523
A,A2462
A,A2775
A,A165
A,A2012
A,A472
A,A132
A,A2769
A,A2511
A,A1942
A,A1611
A,A1575
A,A541
A,A432
A,A2426
A,A572
A,A2496
A,A2238
A,A489
A,A769
A,A1335
A,A1071
A,A2001
A,A1021
A,A1015
A,A2534
A,A2464
A,A2731
A,A511
A,A822
A,A2513
A,A2312
A,A661
A,A2491
A,A192
A,A711
A,A1831
A,A139
A,A2778
A,A611
A,A697
A,A2367
A,A2441
A,A2217
A,A1545
A,A530
A,A1546
A,A1053
A,A1341
A,A933
A,A612
A,A612
A,A1468
A,A1441
A,A151
A,A151
A,A114
A,A182
A,A2776
A,A2776
A,A2126
A,A2126
A,A2148
A,A2148
A,A189
A,A1687
A,A1687
A,A1313
A,A2332
A,A1656
A,A1614
A,A1614
A,A1539
A,A1539
A,A1131
A,A2793
A,A2793
A,A2482
A,A1261
A,A2522
A,A2512
A,A162
A,A162
A,A1414
A,A1414
A,A155
A,A2034
A,A227
A,A2363
A,A2378
A,A2686
A,A284
A,A2537
A,A592
A,A1515
A,A1515
A,A2611
A,A1610
A,A2261
A,A510
A,A510
A,A2766
A,A2468
A,A2245
A,A732
A,A1231
A,A1461
A,A1150
A,A1150
A,A1046
A,A1046
A,A1459
A,A2002
A,A2002
A,A1715
A,A1224
A,A2234
A,A1321
A,A1421
A,A477
A,A420
A,A2402
A,A2402
A,A1547
A,A2326
A,A185
A,A185
A,A725
A,A725
A,A1017
A,A1211
A,A1878
A,A1833
A,A13
A,A13
A,A1225
A,A780
A,A780
A,A659
A,A659
A,A2681
A,A2721
A,A84
A,A2471
A,A2849
A,A2849
A,A1658
A,A2214
A,A1549
A,A2371
A,A2371
A,A757
A,A2250
A,A2531
A,A1285
A,A1285
A,A2665
A,A2032
A,A923
A,A1115
A,A1388
A,A1388
A,A2286
A,A2484
A,A1458
A,A463
A,A2481
A,A1651
A,A1659
A,A2212
A,A1958
A,A1446
A,A2453
A,A1253
A,A1260
A,A1260
A,A815
A,A1075
A,A1075
A,A2221
A,A1013
A,A137
A,A1589
A,A2632
A,A788
A,A2774
A,A665
A,A2356
A,A15
A,A920
A,A1101
A,A1425
A,A2688
A,A1689
A,A1423
A,A700
A,A2524
A,A924
A,A2256
A,A2515
A,A153
A,A1447
A,A1312
A,A1312
A,A1009
A,A2785
A,A2785
A,A753
A,A726
A,A2817
A,A705
A,A743
A,A743
A,A2743
A,A1337
A,A1337
A,A1074
A,A2555
A,A2555
A,A857
A,A857
A,A497
A,A497
A,A1135
A,A581
A,A2791
A,A2051
A,A972
A,A828
A,A2442
A,A111
A,A111
A,A164
A,A108
A,A52
A,A1011
A,A1011
A,A445
A,A116
A,A831
A,A831
A,A625
A,A2253
A,A1514
A,A450
A,A2335
A,A853
A,A1432
A,A2365
A,A2365
A,A1487
A,A734
A,A527
A,A487
A,A487
A,A26
A,A1571
A,A1571
A,A485
A,A618
A,A142
A,A195
A,A2092
A,A154
A,A1245
A,A2656
A,A2272
A,A433
A,A220
A,A2031
A,A778
A,A714
A,A930
A,A1881
A,A2233
A,A2541
A,A2541
A,A2343
A,A1495
A,A1655
A,A1061
A,A2546
A,A1262
A,A2777
A,A1665
A,A2322
A,A2451
A,A1981
A,A964
A,A964
A,A1051
A,A119
A,A1457
A,A1861
A,A1861
A,A2495
A,A425
A,A733
A,A1172
A,A1147
A,A5
A,A5
A,A2376
A,A1580
A,A814
A,A814
A,A2423
A,A2423
A,A7
A,A512
A,A2385
A,A2631
A,A179
A,A1464
A,A1854
A,A1371
A,A716
A,A842
A,A2320
A,A1241
A,A1241
A,A1537
A,A1383
A,A871
A,A759
A,A759
A,A1281
A,A128
A,A2489
A,A2489
A,A713
A,A677
A,A1543
A,A1543
A,A1420
A,A1420
A,A430
A,A941
A,A941
A,A745
A,A745
A,A1082
A,A1427
A,A1535
A,A1535
A,A171
A,A2281
A,A2281
A,A2431
A,A2431
A,A1965
A,A54
A,A2243
A,A2243
A,A141
A,A141
A,A1875
A,A1875
A,A1346
A,A1346
A,A287
A,A287
A,A2561
A,A811
A,A2526
A,A2231
A,A2231
A,A1443
A,A1631
A,A1465
A,A285
A,A285
A,A620
A,A2751
A,A2033
A,A1542
A,A1542
A,A1266
A,A2325
A,A701
A,A701
A,A2275
A,A2255
A,A666
A,A431
A,A1333
A,A1333
A,A2229
A,A484
A,A2473
A,A2473
A,A2091
A,A2223
A,A741
A,A910
A,A841
A,A210
A,A2346
A,A2346
A,A875
A,A196
A,A2317
A,A2317
A,A2427
A,A1331
A,A1331
A,A1275
A,A525
A,A724
A,A849
A,A849
A,A2465
A,A2465
A,A977
A,A1119
A,A642
A,A669
A,A282
A,A282
A,A106
A,A1579
A,A1279
A,A2741
A,A188
A,A188
A,A2257
A,A738
A,A1667
A,A1667
A,A878
A,A1724
A,A1466
A,A1556
A,A1070
A,A157
A,A157
A,A1433
A,A2755
A,A2755
A,A483
A,A483
A,A2232
A,A2232
A,A1559
A,A1273
A,A1273
A,A471
A,A1310
A,A2613
A,A2613
A,A781
A,A473
A,A2416
A,A531
A,A531
A,A163
A,A1599
A,A1439
A,A1439
A,A2251
A,A2251
A,A1339
A,A2313
A,A167
A,A1012
A,A2306
A,A1236
A,A813
A,A813
A,A2434
A,A2434
A,A1006
A,A1681
A,A1681
A,A1174
A,A1255
A,A133
A,A133
A,A1429
A,A1683
A,A1683
A,A673
A,A673
A,A42
A,A42
A,A657
A,A657
A,A474
A,A2726
A,A2726
A,A1567
A,A1141
A,A2452
A,A2452
A,A605
A,A2211
A,A1426
A,A1426
A,A493
A,A615
A,A615
A,A33
A,A33
A,A754
A,A1944
A,A1944
A,A1445
A,A38
A,A1555
A,A1650
A,A513
A,A1128
A,A1714
A,A2262
A,A2262
A,A161
A,A844
A,A187
A,A187
A,A1171
A,A1171
A,A1577
A,A1577
A,A2362
A,A2687
A,A1018
A,A2236
A,A2236
A,A614
A,A614
A,A739
A,A719
A,A2764
A,A1263
A,A1127
A,A1375
A,A1375
A,A464
A,A464
A,A1673
A,A1673
A,A1663
A,A1663
A,A1348
A,A1348
A,A401
A,A843
A,A843
A,A942
A,A1282
A,A467
A,A835
A,A835
A,A1587
A,A1587
A,A2483
A,A764
A,A764
A,A621
A,A621
A,A2795
A,A1232
A,A2542
A,A1221
A,A1277
A,A1384
A,A2220
A,A2492
A,A641
A,A641
A,A2547
A,A1912
A,A1912
A,A446
A,A2472
A,A2472
A,A791
A,A992
A,A992
A,A1945
A,A2762
A,A1091
A,A2486
A,A2761
A,A2761
A,A2767
A,A1415
A,A2182
A,A2182
A,A1552
A,A2375
A,A2375
A,A779
A,A779
A,A617
A,A722
A,A1594
A,A1594
A,A1
A,A1
A,A1254
A,A1254
A,A1581
A,A413
A,A413
A,A11
A,A11
A,A454
A,A454
A,A975
A,A1351
A,A1484
A,A1484
A,A652
A,A443
A,A443
A,A902
A,A1460
A,A689
A,A790
A,A124
A,A124
A,A524
A,A524
A,A191
A,A191
A,A496
A,A173
A,A771
A,A1616
A,A1662
A,A1662
A,A566
A,A566
A,A281
A,A175
A,A184
A,A2422
A,A979
A,A2247
A,A520
A,A520
A,A1031
A,A2271
A,A2271
A,A2545
A,A2545
A,A1654
A,A1654
A,A939
A,A1411
A,A1411
A,A1035
A,A74
A,A2345
A,A283
A,A283
A,A610
A,A610
A,A2571
A,A2571
A,A156
A,A156
A,A2582
A,A2499
A,A102
A,A694
A,A876
A,A876
A,A934
A,A1355
A,A1877
A,A1877
A,A2315
A,A1345
A,A1345
A,A1853
A,A1544
A,A1391
A,A2011
A,A1889
A,A1889
A,A1882
A,A253
A,A253
A,A37
A,A37
A,A1657
A,A435
A,A533
A,A533
A,A1029
A,A715
A,A715
A,A601
A,A601
A,A270
A,A270
A,A1145
A,A1145
A,A2584
A,A2584
A,A2734
A,A1372
A,A1372
A,A2475
A,A2475
A,A810
A,A810
A,A2478
A,A1252
A,A199
A,A1876
A,A1220
A,A2528
A,A1338
A,A1338
A,A872
A,A2061
A,A2691
A,A2527
A,A2377
A,A2377
A,A523
A,A462
A,A462
A,A2461
A,A2525
A,A1511
A,A2237
A,A2237
A,A478
A,A776
A,A12
A,A755
A,A240
A,A240
A,A2287
A,A2287
A,A1472
A,A417
A,A441
A,A441
A,A2722
A,A2722
A,A925
A,A925
A,A482
A,A482
A,A104
A,A1596
A,A1596
A,A2536
A,A2536
A,A955
A,A2510
A,A1578
A,A2381
A,A2381
A,A951
A,A1821
A,A1821
A,A177
A,A177
A,A1016
A,A2218
A,A965
A,A728
A,A728
A,A1373
A,A2382
A,A2382
A,A152
A,A1553
A,A1133
A,A1133
A,A901
A,A2021
A,A1947
A,A2413
A,A812
A,A440
A,A2135
A,A2432
A,A731
A,A989
A,A1344
A,A1562
A,A2219
A,A310
A,A427
A,A2612
A,A2351
A,A1871
A,A1871
A,A968
A,A115
A,A115
A,A1438
A,A1438
A,A1268
A,A1268
A,A2585
A,A183
A,A183
A,A2216
A,A717
A,A717
A,A1453
A,A418
A,A418
A,A2684
A,A2171
A,A2171
A,A1256
A,A2723
A,A2723
A,A1271
A,A1271
A,A2760
A,A2455
A,A2725
A,A2354
A,A2354
A,A1440
A,A1440
A,A773
A,A773
A,A2477
A,A2477
A,A969
A,A1019
A,A1216
A,A1130
A,A1130
A,A452
A,A452
A,A181
A,A181
A,A692
A,A2222
A,A2222
A,A762
A,A762
A,A1352
A,A2624
A,A2624
A,A1028
A,A2578
A,A727
A,A718
A,A718
A,A2364
A,A2364
A,A760
A,A2391
A,A50
A,A50
A,A2474
A,A2474
A,A967
A,A816
A,A816
A,A974
A,A2302
A,A2302
A,A2353
A,A1834
A,A1834
A,A2497
A,A1412
A,A1725
A,A1725
A,A2342
A,A2772
A,A1661
A,A1661
A,A120
A,A120
A,A300
A,A300
A,A961
A,A456
A,A2456
A,A1039
A,A19
A,A1597
A,A963
A,A963
A,A2792
A,A2792
A,A101
A,A2463
A,A117
A,A117
A,A1957
A,A1010
A,A1010
A,A571
A,A571
A,A2615
A,A2479
A,A2479
A,A2284
A,A2284
A,A913
A,A913
A,A2311
A,A2311
A,A720
A,A720
A,A109
A,A1052
A,A1315
A,A1315
A,A1122
A,A2617
A,A121
A,A121
A,A2476
A,A2476
A,A2252
A,A1063
A,A2425
A,A2425
A,A1993
A,A169
A,A1125
A,A1125
A,A2215
A,A2215
A,A260
A,A260
A,A501
A,A1653
A,A1653
A,A712
A,A712
A,A2300
A,A2300
A,A2301
K2111,K2111.0
J,J2132
J,J369
J,J953
J,J134
J,J426
J,J1761
J,J281
J,J2183
J,J99
J,J2176
J,J2461
J,J1322
J,J1559
J,J1551
J,J2113
J,J1881
J,J811
J,J152
J,J1114
J,J1791
J,J2072
J,J1183
J,J1662
J,J1823
J,J1179
J,J1394
J,J1532
J,J1265
J,J2469
J,J2615
J,J2012
J,J2129
J,J2431
J,J1821
J,J1765
J,J1766
J,J1762
J,J1935
J,J153
J,J2021
J,J1772
J,J1964
J,J215
J,J2212
J,J642
J,J1161
J,J2412
J,J1185
J,J621
J,J1111
J,J645
J,J1661
J,J2489
J,J1541
J,J1565
J,J80
J,J1467
J,J1531
J,J1905
J,J1742
J,J1085
J,J1744
J,J1763
J,J2131
J,J758
J,J2175
J,J1852
J,J1241
J,J2661
J,J821
J,J2060
J,J1021
J,J2460
J,J655
J,J873
J,J751
J,J421
J,J2061
J,J2171
J,J2462
J,J1115
J,J2211
J,J17
J,J1511
J,J2311
J,J2112
J,J552
J,J342
J,J1790
J,J2066
J,J1521
J,J155
J,J344
J,J1198
J,J1264
J,J2273
J,J2214
J,J1805
J,J1919
J,J2063
J,J2104
J,J551
J,J1818
J,J1789
J,J2135
J,J1833
J,J445
J,J2415
J,J2417
J,J1749
J,J2325
J,J2325
J,J1675
J,J253
J,J1173
J,J210
J,J67
J,J705
J,J1781
J,J1279
J,J225
J,J1191
J,J1191
J,J31
J,J634
J,J2223
J,J1545
J,J1874
J,J1961
J,J2133
J,J267
J,J401
J,J673
J,J1914
J,J1513
J,J1513
J,J871
J,J2088
J,J1863
J,J681
J,J1824
J,J182
J,J731
J,J352
J,J1746
J,J1213
J,J343
J,J2041
J,J1118
J,J2085
J,J2085
J,J1485
J,J1145
J,J2213
J,J2213
J,J1142
J,J1142
J,J624
J,J2137
J,J2511
J,J171
J,J171
J,J565
J,J1141
J,J1141
J,J1181
J,J1181
J,J2496
J,J1955
J,J657
J,J1293
J,J1758
J,J1785
J,J1785
J,J2101
J,J648
J,J648
J,J1352
J,J1312
J,J2091
J,J2091
J,J1074
J,J1074
J,J1517
J,J2162
J,J425
J,J1172
J,J1442
J,J1741
J,J2102
J,J2102
J,J81
J,J2136
J,J2274
J,J756
J,J756
J,J2413
J,J1922
J,J1922
J,J412
J,J412
J,J1162
J,J703
J,J1169
J,J1901
J,J2666
J,J622
J,J1171
J,J1171
J,J682
J,J682
J,J1812
J,J1812
J,J121
J,J201
J,J242
J,J1825
J,J1174
J,J1891
J,J1851
J,J2355
J,J866
J,J2671
J,J411
J,J581
J,J683
J,J683
J,J52
J,J52
J,J2163
J,J1959
J,J1284
J,J1284
J,J231
J,J231
J,J1563
J,J674
J,J1193
J,J321
J,J247
J,J247
J,J912
J,J2164
J,J2370
J,J1944
J,J217
J,J1149
J,J1473
J,J702
J,J1552
J,J1769
J,J1192
J,J1192
J,J1539
J,J1539
J,J647
J,J211
J,J572
J,J572
J,J2172
J,J1261
J,J1902
J,J2716
J,J1759
J,J1062
J,J2119
J,J2119
J,J1211
J,J1819
J,J1819
J,J861
J,J861
J,J1735
J,J818
J,J1792
J,J1792
J,J2242
J,J2242
J,J2241
J,J2241
J,J1184
J,J513
J,J513
J,J192
J,J1081
J,J1081
J,J685
J,J1556
J,J1556
J,J1263
J,J1802
J,J1566
J,J1566
J,J882
J,J951
J,J251
J,J482
J,J482
J,J218
J,J146
J,J815
J,J684
J,J2185
J,J651
J,J156
J,J1392
J,J241
J,J1842
J,J1842
J,J2062
J,J1536
J,J1341
J,J1745
J,J2495
J,J1515
J,J429
J,J429
J,J391
J,J163
J,J1732
J,J1732
J,J125
J,J2067
J,J1911
J,J1911
J,J656
J,J1151
J,J1025
J,J1025
J,J462
J,J885
J,J885
J,J1512
J,J817
J,J817
J,J2614
J,J2276
J,J2276
J,J1811
J,J914
J,J643
J,J711
J,J1309
J,J151
J,J1146
J,J1382
J,J1382
J,J2124
J,J1701
J,J561
J,J2227
J,J179
J,J1873
J,J2272
J,J2285
J,J2285
J,J416
J,J2371
J,J2371
J,J1082
J,J1082
